county,year,irrigation,variable,stage,value
Worth,2020,irrigated,Accumulated-Solar Radiation (MJ/m2),Opening Bolls,863.4313969
Worth,2020,irrigated,Accumulated-Solar Radiation (MJ/m2),Total Growing Season,3020.385961
Worth,2020,irrigated,Accumulated-Days Degree,Emergence,84.739
Worth,2020,irrigated,Accumulated-Days Degree,Vegetative,580.075
Worth,2020,irrigated,Accumulated-Days Degree,Squaring,432.184
Worth,2020,irrigated,Accumulated-Days Degree,Flowering,453.117
Worth,2020,irrigated,Accumulated-Days Degree,Cut-Out,624.645
Worth,2020,irrigated,Accumulated-Days Degree,Opening Bolls,644.313
Worth,2020,irrigated,Accumulated-Days Degree,Total Growing Season,2819.073
Worth,2020,irrigated,Accumulated-Precipitation (mm),Emergence,40.42
Worth,2020,irrigated,Accumulated-Precipitation (mm),Vegetative,115.32
Worth,2020,irrigated,Accumulated-Precipitation (mm),Squaring,62.14
Worth,2020,irrigated,Accumulated-Precipitation (mm),Flowering,107.86
Worth,2020,irrigated,Accumulated-Precipitation (mm),Cut-Out,274.34
Worth,2020,irrigated,Accumulated-Precipitation (mm),Opening Bolls,170.03
Worth,2020,irrigated,Accumulated-Precipitation (mm),Total Growing Season,770.11
Worth,2020,irrigated,Mean-Minimum Temperature (Celcius Degree),Emergence,20.608
Worth,2020,irrigated,Mean-Minimum Temperature (Celcius Degree),Vegetative,20.34058824
Worth,2020,irrigated,Mean-Minimum Temperature (Celcius Degree),Squaring,22.04217391
Worth,2020,irrigated,Mean-Minimum Temperature (Celcius Degree),Flowering,22.08875
Worth,2020,irrigated,Mean-Minimum Temperature (Celcius Degree),Cut-Out,20.78894737
Worth,2020,irrigated,Mean-Minimum Temperature (Celcius Degree),Opening Bolls,12.28305556
Worth,2020,irrigated,Mean-Minimum Temperature (Celcius Degree),Total Growing Season,17.88816327
Worth,2020,irrigated,Mean-Maximum Temperature (Celcius Degree),Emergence,29.818
Worth,2020,irrigated,Mean-Maximum Temperature (Celcius Degree),Vegetative,31.38617647
Worth,2020,irrigated,Mean-Maximum Temperature (Celcius Degree),Squaring,33.13304348
Worth,2020,irrigated,Mean-Maximum Temperature (Celcius Degree),Flowering,33.13291667
Worth,2020,irrigated,Mean-Maximum Temperature (Celcius Degree),Cut-Out,29.69473684
Worth,2020,irrigated,Mean-Maximum Temperature (Celcius Degree),Opening Bolls,24.17041667
Worth,2020,irrigated,Mean-Maximum Temperature (Celcius Degree),Total Growing Season,28.78642857
Worth,2020,irrigated,Mean-Vapor Pressure (Pa),Emergence,2427.836
Worth,2020,irrigated,Mean-Vapor Pressure (Pa),Vegetative,2402.649118
Worth,2020,irrigated,Mean-Vapor Pressure (Pa),Squaring,2651.607391
Worth,2020,irrigated,Mean-Vapor Pressure (Pa),Flowering,2658.3125
Worth,2020,irrigated,Mean-Vapor Pressure (Pa),Cut-Out,2480.622368
Worth,2020,irrigated,Mean-Vapor Pressure (Pa),Opening Bolls,1536.110833
Worth,2020,irrigated,Mean-Vapor Pressure (Pa),Total Growing Season,2160.608929
Grady,2020,dryland,Accumulated-Solar Radiation (MJ/m2),Emergence,86.31598207
Grady,2020,dryland,Accumulated-Solar Radiation (MJ/m2),Vegetative,665.4739649
Grady,2020,dryland,Accumulated-Solar Radiation (MJ/m2),Squaring,437.7689815
Grady,2020,dryland,Accumulated-Solar Radiation (MJ/m2),Flowering,421.6261968
Grady,2020,dryland,Accumulated-Solar Radiation (MJ/m2),Cut-Out,477.8241121
Grady,2020,dryland,Accumulated-Solar Radiation (MJ/m2),Opening Bolls,951.0573296
Grady,2020,dryland,Accumulated-Solar Radiation (MJ/m2),Total Growing Season,3040.066567
Grady,2020,dryland,Accumulated-Days Degree,Emergence,80.41
Grady,2020,dryland,Accumulated-Days Degree,Vegetative,576.407
Grady,2020,dryland,Accumulated-Days Degree,Squaring,453.684
Grady,2020,dryland,Accumulated-Days Degree,Flowering,434.533
Grady,2020,dryland,Accumulated-Days Degree,Cut-Out,632.683
Grady,2020,dryland,Accumulated-Days Degree,Opening Bolls,799.805
Grady,2020,dryland,Accumulated-Days Degree,Total Growing Season,2977.522
Grady,2020,dryland,Accumulated-Precipitation (mm),Emergence,14.49
Grady,2020,dryland,Accumulated-Precipitation (mm),Vegetative,194.14
Grady,2020,dryland,Accumulated-Precipitation (mm),Squaring,149.99
Grady,2020,dryland,Accumulated-Precipitation (mm),Flowering,52.27
Grady,2020,dryland,Accumulated-Precipitation (mm),Cut-Out,324.57
Grady,2020,dryland,Accumulated-Precipitation (mm),Opening Bolls,199.05
Grady,2020,dryland,Accumulated-Precipitation (mm),Total Growing Season,934.51
Grady,2020,dryland,Mean-Minimum Temperature (Celcius Degree),Emergence,19.452
Grady,2020,dryland,Mean-Minimum Temperature (Celcius Degree),Vegetative,20.34647059
Grady,2020,dryland,Mean-Minimum Temperature (Celcius Degree),Squaring,22.15666667
Grady,2020,dryland,Mean-Minimum Temperature (Celcius Degree),Flowering,22.11130435
Grady,2020,dryland,Mean-Minimum Temperature (Celcius Degree),Cut-Out,22.146
Grady,2020,dryland,Mean-Minimum Temperature (Celcius Degree),Opening Bolls,13.88545455
Grady,2020,dryland,Mean-Minimum Temperature (Celcius Degree),Total Growing Season,18.55378788
Grady,2020,dryland,Mean-Maximum Temperature (Celcius Degree),Emergence,30.612
Grady,2020,dryland,Mean-Maximum Temperature (Celcius Degree),Vegetative,31.13558824
Grady,2020,dryland,Mean-Maximum Temperature (Celcius Degree),Squaring,32.95333333
Grady,2020,dryland,Mean-Maximum Temperature (Celcius Degree),Flowering,33.24
Grady,2020,dryland,Mean-Maximum Temperature (Celcius Degree),Cut-Out,30.86028571
Grady,2020,dryland,Mean-Maximum Temperature (Celcius Degree),Opening Bolls,25.29727273
Grady,2020,dryland,Mean-Maximum Temperature (Celcius Degree),Total Growing Season,29.2680303
Grady,2020,dryland,Mean-Vapor Pressure (Pa),Emergence,2261.242
Grady,2020,dryland,Mean-Vapor Pressure (Pa),Vegetative,2400.473235
Grady,2020,dryland,Mean-Vapor Pressure (Pa),Squaring,2670.22875
Grady,2020,dryland,Mean-Vapor Pressure (Pa),Flowering,2661.491304
Grady,2020,dryland,Mean-Vapor Pressure (Pa),Cut-Out,2671.958571
Grady,2020,dryland,Mean-Vapor Pressure (Pa),Opening Bolls,1695.168312
Grady,2020,dryland,Mean-Vapor Pressure (Pa),Total Growing Season,2233.679798
Atkinson,2020,dryland,Accumulated-Solar Radiation (MJ/m2),Emergence,75.80212701
Atkinson,2020,dryland,Accumulated-Solar Radiation (MJ/m2),Vegetative,630.9645334
Atkinson,2020,dryland,Accumulated-Solar Radiation (MJ/m2),Squaring,438.5480648
Atkinson,2020,dryland,Accumulated-Solar Radiation (MJ/m2),Flowering,406.729216
Atkinson,2020,dryland,Accumulated-Solar Radiation (MJ/m2),Cut-Out,472.7786559
Atkinson,2020,dryland,Accumulated-Solar Radiation (MJ/m2),Opening Bolls,1208.440543
Atkinson,2020,dryland,Accumulated-Solar Radiation (MJ/m2),Total Growing Season,3233.26314
Atkinson,2020,dryland,Accumulated-Days Degree,Emergence,80.527
Atkinson,2020,dryland,Accumulated-Days Degree,Vegetative,565.325
Atkinson,2020,dryland,Accumulated-Days Degree,Squaring,447.214
Atkinson,2020,dryland,Accumulated-Days Degree,Flowering,464.835
Atkinson,2020,dryland,Accumulated-Days Degree,Cut-Out,620.212
Atkinson,2020,dryland,Accumulated-Days Degree,Opening Bolls,934.843
Atkinson,2020,dryland,Accumulated-Days Degree,Total Growing Season,3112.956
Atkinson,2020,dryland,Accumulated-Precipitation (mm),Emergence,27.34
Atkinson,2020,dryland,Accumulated-Precipitation (mm),Vegetative,138.33
Atkinson,2020,dryland,Accumulated-Precipitation (mm),Squaring,94.43
Atkinson,2020,dryland,Accumulated-Precipitation (mm),Flowering,108.01
Atkinson,2020,dryland,Accumulated-Precipitation (mm),Cut-Out,179.46
Atkinson,2020,dryland,Accumulated-Precipitation (mm),Opening Bolls,296.08
Atkinson,2020,dryland,Accumulated-Precipitation (mm),Total Growing Season,843.65
Atkinson,2020,dryland,Mean-Minimum Temperature (Celcius Degree),Emergence,19.836
Atkinson,2020,dryland,Mean-Minimum Temperature (Celcius Degree),Vegetative,20.49757576
Atkinson,2020,dryland,Mean-Minimum Temperature (Celcius Degree),Squaring,22.72304348
Atkinson,2020,dryland,Mean-Minimum Temperature (Celcius Degree),Flowering,22.63125
Atkinson,2020,dryland,Mean-Minimum Temperature (Celcius Degree),Cut-Out,22.8271875
Atkinson,2020,dryland,Mean-Minimum Temperature (Celcius Degree),Opening Bolls,11.68885714
Atkinson,2020,dryland,Mean-Minimum Temperature (Celcius Degree),Total Growing Season,17.11342342
Atkinson,2020,dryland,Mean-Maximum Temperature (Celcius Degree),Emergence,30.664
Atkinson,2020,dryland,Mean-Maximum Temperature (Celcius Degree),Vegetative,31.44636364
Atkinson,2020,dryland,Mean-Maximum Temperature (Celcius Degree),Squaring,34.00652174
Atkinson,2020,dryland,Mean-Maximum Temperature (Celcius Degree),Flowering,33.82375
Atkinson,2020,dryland,Mean-Maximum Temperature (Celcius Degree),Cut-Out,32.455625
Atkinson,2020,dryland,Mean-Maximum Temperature (Celcius Degree),Opening Bolls,23.69219048
Atkinson,2020,dryland,Mean-Maximum Temperature (Celcius Degree),Total Growing Season,28.42896396
Atkinson,2020,dryland,Mean-Vapor Pressure (Pa),Emergence,2320.31
Atkinson,2020,dryland,Mean-Vapor Pressure (Pa),Vegetative,2424.051818
Atkinson,2020,dryland,Mean-Vapor Pressure (Pa),Squaring,2764.536087
Atkinson,2020,dryland,Mean-Vapor Pressure (Pa),Flowering,2747.187917
Atkinson,2020,dryland,Mean-Vapor Pressure (Pa),Cut-Out,2782.669688
Atkinson,2020,dryland,Mean-Vapor Pressure (Pa),Opening Bolls,1523.623429
Atkinson,2020,dryland,Mean-Vapor Pressure (Pa),Total Growing Season,2117.738694
Burke,2021,dryland,Accumulated-Solar Radiation (MJ/m2),Emergence,NA
Burke,2021,dryland,Accumulated-Solar Radiation (MJ/m2),Vegetative,NA
Burke,2021,dryland,Accumulated-Solar Radiation (MJ/m2),Squaring,NA
Burke,2021,dryland,Accumulated-Solar Radiation (MJ/m2),Flowering,NA
Burke,2021,dryland,Accumulated-Solar Radiation (MJ/m2),Cut-Out,NA
Burke,2021,dryland,Accumulated-Solar Radiation (MJ/m2),Opening Bolls,NA
Burke,2021,dryland,Accumulated-Solar Radiation (MJ/m2),Total Growing Season,NA
Burke,2021,dryland,Accumulated-Days Degree,Emergence,84.45
Burke,2021,dryland,Accumulated-Days Degree,Vegetative,573.8
Burke,2021,dryland,Accumulated-Days Degree,Squaring,444.4
Burke,2021,dryland,Accumulated-Days Degree,Flowering,439.35
Burke,2021,dryland,Accumulated-Days Degree,Cut-Out,640.45
Burke,2021,dryland,Accumulated-Days Degree,Opening Bolls,423.5
Burke,2021,dryland,Accumulated-Days Degree,Total Growing Season,2605.95
Burke,2021,dryland,Accumulated-Precipitation (mm),Emergence,48.006
Burke,2021,dryland,Accumulated-Precipitation (mm),Vegetative,97.282
Burke,2021,dryland,Accumulated-Precipitation (mm),Squaring,113.538
Burke,2021,dryland,Accumulated-Precipitation (mm),Flowering,95.504
Burke,2021,dryland,Accumulated-Precipitation (mm),Cut-Out,85.852
Burke,2021,dryland,Accumulated-Precipitation (mm),Opening Bolls,60.706
Burke,2021,dryland,Accumulated-Precipitation (mm),Total Growing Season,500.888
Burke,2021,dryland,Mean-Minimum Temperature (Celcius Degree),Emergence,11.86666667
Burke,2021,dryland,Mean-Minimum Temperature (Celcius Degree),Vegetative,17.89210526
Burke,2021,dryland,Mean-Minimum Temperature (Celcius Degree),Squaring,20.49615385
Burke,2021,dryland,Mean-Minimum Temperature (Celcius Degree),Flowering,21.77916667
Burke,2021,dryland,Mean-Minimum Temperature (Celcius Degree),Cut-Out,20.37567568
Burke,2021,dryland,Mean-Minimum Temperature (Celcius Degree),Opening Bolls,16.175
Burke,2021,dryland,Mean-Minimum Temperature (Celcius Degree),Total Growing Season,18.75783133
Burke,2021,dryland,Mean-Maximum Temperature (Celcius Degree),Emergence,25.47777778
Burke,2021,dryland,Mean-Maximum Temperature (Celcius Degree),Vegetative,31.23684211
Burke,2021,dryland,Mean-Maximum Temperature (Celcius Degree),Squaring,31.27692308
Burke,2021,dryland,Mean-Maximum Temperature (Celcius Degree),Flowering,32.30416667
Burke,2021,dryland,Mean-Maximum Temperature (Celcius Degree),Cut-Out,32.05135135
Burke,2021,dryland,Mean-Maximum Temperature (Celcius Degree),Opening Bolls,28.515625
Burke,2021,dryland,Mean-Maximum Temperature (Celcius Degree),Total Growing Season,30.74216867
Burke,2021,dryland,Mean-Vapor Pressure (Pa),Emergence,NA
Burke,2021,dryland,Mean-Vapor Pressure (Pa),Vegetative,NA
Burke,2021,dryland,Mean-Vapor Pressure (Pa),Squaring,NA
Burke,2021,dryland,Mean-Vapor Pressure (Pa),Flowering,NA
Burke,2021,dryland,Mean-Vapor Pressure (Pa),Cut-Out,NA
Burke,2021,dryland,Mean-Vapor Pressure (Pa),Opening Bolls,NA
Burke,2021,dryland,Mean-Vapor Pressure (Pa),Total Growing Season,NA
Burke,2021,irrigated,Accumulated-Solar Radiation (MJ/m2),Emergence,NA
Burke,2021,irrigated,Accumulated-Solar Radiation (MJ/m2),Vegetative,NA
Burke,2021,irrigated,Accumulated-Solar Radiation (MJ/m2),Squaring,NA
Burke,2021,irrigated,Accumulated-Solar Radiation (MJ/m2),Flowering,NA
Burke,2021,irrigated,Accumulated-Solar Radiation (MJ/m2),Cut-Out,NA
Burke,2021,irrigated,Accumulated-Solar Radiation (MJ/m2),Opening Bolls,NA
Burke,2021,irrigated,Accumulated-Solar Radiation (MJ/m2),Total Growing Season,NA
Burke,2021,irrigated,Accumulated-Days Degree,Emergence,84.7
Burke,2021,irrigated,Accumulated-Days Degree,Vegetative,580.25
Burke,2021,irrigated,Accumulated-Days Degree,Squaring,428.4
Burke,2021,irrigated,Accumulated-Days Degree,Flowering,458.95
Burke,2021,irrigated,Accumulated-Days Degree,Cut-Out,620.85
Burke,2021,irrigated,Accumulated-Days Degree,Opening Bolls,432.95
Burke,2021,irrigated,Accumulated-Days Degree,Total Growing Season,2606.1
Burke,2021,irrigated,Accumulated-Precipitation (mm),Emergence,48.006
Burke,2021,irrigated,Accumulated-Precipitation (mm),Vegetative,148.336
Burke,2021,irrigated,Accumulated-Precipitation (mm),Squaring,115.824
Burke,2021,irrigated,Accumulated-Precipitation (mm),Flowering,133.604
Burke,2021,irrigated,Accumulated-Precipitation (mm),Cut-Out,117.602
Burke,2021,irrigated,Accumulated-Precipitation (mm),Opening Bolls,60.706
Burke,2021,irrigated,Accumulated-Precipitation (mm),Total Growing Season,624.078
Burke,2021,irrigated,Mean-Minimum Temperature (Celcius Degree),Emergence,11.28888889
Burke,2021,irrigated,Mean-Minimum Temperature (Celcius Degree),Vegetative,18.23421053
Burke,2021,irrigated,Mean-Minimum Temperature (Celcius Degree),Squaring,20.448
Burke,2021,irrigated,Mean-Minimum Temperature (Celcius Degree),Flowering,21.824
Burke,2021,irrigated,Mean-Minimum Temperature (Celcius Degree),Cut-Out,20.30555556
Burke,2021,irrigated,Mean-Minimum Temperature (Celcius Degree),Opening Bolls,15.82727273
Burke,2021,irrigated,Mean-Minimum Temperature (Celcius Degree),Total Growing Season,18.70240964
Burke,2021,irrigated,Mean-Maximum Temperature (Celcius Degree),Emergence,25.51111111
Burke,2021,irrigated,Mean-Maximum Temperature (Celcius Degree),Vegetative,31.26315789
Burke,2021,irrigated,Mean-Maximum Temperature (Celcius Degree),Squaring,31.44
Burke,2021,irrigated,Mean-Maximum Temperature (Celcius Degree),Flowering,32.348
Burke,2021,irrigated,Mean-Maximum Temperature (Celcius Degree),Cut-Out,32.01388889
Burke,2021,irrigated,Mean-Maximum Temperature (Celcius Degree),Opening Bolls,28.44242424
Burke,2021,irrigated,Mean-Maximum Temperature (Celcius Degree),Total Growing Season,30.74337349
Burke,2021,irrigated,Mean-Vapor Pressure (Pa),Emergence,NA
Burke,2021,irrigated,Mean-Vapor Pressure (Pa),Vegetative,NA
Burke,2021,irrigated,Mean-Vapor Pressure (Pa),Squaring,NA
Burke,2021,irrigated,Mean-Vapor Pressure (Pa),Flowering,NA
Burke,2021,irrigated,Mean-Vapor Pressure (Pa),Cut-Out,NA
Burke,2021,irrigated,Mean-Vapor Pressure (Pa),Opening Bolls,NA
Burke,2021,irrigated,Mean-Vapor Pressure (Pa),Total Growing Season,NA
Cook,2021,irrigated,Accumulated-Solar Radiation (MJ/m2),Emergence,NA
Cook,2021,irrigated,Accumulated-Solar Radiation (MJ/m2),Vegetative,NA
Cook,2021,irrigated,Accumulated-Solar Radiation (MJ/m2),Squaring,NA
Cook,2021,irrigated,Accumulated-Solar Radiation (MJ/m2),Flowering,NA
Cook,2021,irrigated,Accumulated-Solar Radiation (MJ/m2),Cut-Out,NA
Cook,2021,irrigated,Accumulated-Solar Radiation (MJ/m2),Opening Bolls,NA
Cook,2021,irrigated,Accumulated-Solar Radiation (MJ/m2),Total Growing Season,NA
Cook,2021,irrigated,Accumulated-Days Degree,Emergence,72.55
Cook,2021,irrigated,Accumulated-Days Degree,Vegetative,587.7
Cook,2021,irrigated,Accumulated-Days Degree,Squaring,435.2
Cook,2021,irrigated,Accumulated-Days Degree,Flowering,443.4
Cook,2021,irrigated,Accumulated-Days Degree,Cut-Out,627.6
Cook,2021,irrigated,Accumulated-Days Degree,Opening Bolls,1090.15
Cook,2021,irrigated,Accumulated-Days Degree,Total Growing Season,3256.6
Cook,2021,irrigated,Accumulated-Precipitation (mm),Emergence,99.822
Cook,2021,irrigated,Accumulated-Precipitation (mm),Vegetative,63.246
Cook,2021,irrigated,Accumulated-Precipitation (mm),Squaring,149.606
Cook,2021,irrigated,Accumulated-Precipitation (mm),Flowering,160.02
Cook,2021,irrigated,Accumulated-Precipitation (mm),Cut-Out,178.816
Cook,2021,irrigated,Accumulated-Precipitation (mm),Opening Bolls,248.92
Cook,2021,irrigated,Accumulated-Precipitation (mm),Total Growing Season,900.43
Cook,2021,irrigated,Mean-Minimum Temperature (Celcius Degree),Emergence,17.56666667
Cook,2021,irrigated,Mean-Minimum Temperature (Celcius Degree),Vegetative,18.46410256
Cook,2021,irrigated,Mean-Minimum Temperature (Celcius Degree),Squaring,22.39130435
Cook,2021,irrigated,Mean-Minimum Temperature (Celcius Degree),Flowering,22.86086957
Cook,2021,irrigated,Mean-Minimum Temperature (Celcius Degree),Cut-Out,23.140625
Cook,2021,irrigated,Mean-Minimum Temperature (Celcius Degree),Opening Bolls,20.7530303
Cook,2021,irrigated,Mean-Minimum Temperature (Celcius Degree),Total Growing Season,21.03968254
Cook,2021,irrigated,Mean-Maximum Temperature (Celcius Degree),Emergence,26.86666667
Cook,2021,irrigated,Mean-Maximum Temperature (Celcius Degree),Vegetative,30.18717949
Cook,2021,irrigated,Mean-Maximum Temperature (Celcius Degree),Squaring,31.63913043
Cook,2021,irrigated,Mean-Maximum Temperature (Celcius Degree),Flowering,31.86521739
Cook,2021,irrigated,Mean-Maximum Temperature (Celcius Degree),Cut-Out,32.790625
Cook,2021,irrigated,Mean-Maximum Temperature (Celcius Degree),Opening Bolls,29.48939394
Cook,2021,irrigated,Mean-Maximum Temperature (Celcius Degree),Total Growing Season,30.65978836
Cook,2021,irrigated,Mean-Vapor Pressure (Pa),Emergence,NA
Cook,2021,irrigated,Mean-Vapor Pressure (Pa),Vegetative,NA
Cook,2021,irrigated,Mean-Vapor Pressure (Pa),Squaring,NA
Cook,2021,irrigated,Mean-Vapor Pressure (Pa),Flowering,NA
Cook,2021,irrigated,Mean-Vapor Pressure (Pa),Cut-Out,NA
Cook,2021,irrigated,Mean-Vapor Pressure (Pa),Opening Bolls,NA
Cook,2021,irrigated,Mean-Vapor Pressure (Pa),Total Growing Season,NA
Cook,2021,dryland,Accumulated-Solar Radiation (MJ/m2),Emergence,NA
Cook,2021,dryland,Accumulated-Solar Radiation (MJ/m2),Vegetative,NA
Cook,2021,dryland,Accumulated-Solar Radiation (MJ/m2),Squaring,NA
Cook,2021,dryland,Accumulated-Solar Radiation (MJ/m2),Flowering,NA
Cook,2021,dryland,Accumulated-Solar Radiation (MJ/m2),Cut-Out,NA
Cook,2021,dryland,Accumulated-Solar Radiation (MJ/m2),Opening Bolls,NA
Cook,2021,dryland,Accumulated-Solar Radiation (MJ/m2),Total Growing Season,NA
Cook,2021,dryland,Accumulated-Days Degree,Emergence,80.55
Cook,2021,dryland,Accumulated-Days Degree,Vegetative,580.95
Cook,2021,dryland,Accumulated-Days Degree,Squaring,447.85
Cook,2021,dryland,Accumulated-Days Degree,Flowering,445.45
Cook,2021,dryland,Accumulated-Days Degree,Cut-Out,614.6
Cook,2021,dryland,Accumulated-Days Degree,Opening Bolls,1121.95
Cook,2021,dryland,Accumulated-Days Degree,Total Growing Season,3291.35
Cook,2021,dryland,Accumulated-Precipitation (mm),Emergence,5.842
Cook,2021,dryland,Accumulated-Precipitation (mm),Vegetative,99.568
